GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
,00154410,21/08/2020,ESPIN 2.5,10 TAB,3004,INTAS,N2000343,28/01/2022,51.00,1,39.97,51.00,0.00,12% GST
,00154410,21/08/2020,ESPIN 5,10 TAB,3004,INTAS,NY2297,28/08/2021,56.00,1,43.89,56.00,0.00,12% GST
,00154410,21/08/2020,ESPIN AT,10 TAB,3004,INTAS,K2000731,28/04/2022,61.00,1,47.81,61.00,0.00,12% GST
,00174647,09/01/2021,ESTEMO,10 CAP,3004,ERA P,MVC-022001,28/07/2021,298.50,2,234.08,298.50,0.00,12% GST
,00177810,30/01/2021,ESTEMO,10 CAP,3004,ERA P,MVC-022001,28/07/2021,298.50,2,234.01,298.50,0.00,12% GST
27AAGFA4541G1ZO,00196996,27/05/2021,ESTEMO,10 CAP,3004,ERA P,MVC-012102,28/06/2022,320.00,1,228.57,320.00,12.00,12% GST
,00154410,21/08/2020,ETILAAM 0.25,10 TAB,3004,INTAS,N2000745,28/02/2023,31.50,1,24.69,31.50,0.00,12% GST
,00154410,21/08/2020,ETILAAM 0.25,10 TAB,3004,INTAS,N2000672,28/02/2023,53.50,1,41.94,53.50,0.00,12% GST
,IDB20322739,18/02/2021,ETIZOLA PLUS 5,10 TAB,3004,MACLE,KEP2005A,01/10/4022,106.15,3,83.33,106.15,0.00,12% GST
,S/85072,02/01/2021,ETOSHINE 90,10 TAB,3004,SUN,EMX2399,28/02/2023,140.00,1,108.69,140.00,0.00,12% GST
,00154421,21/08/2020,ETOSYS,10 TAB,3004,SYS,ES181219,28/11/2021,172.50,1,135.22,172.50,0.00,12% GST
,00154475,21/08/2020,ETOSYS,10 TAB,3004,SYS,ES181219,28/11/2021,172.50,1,135.23,172.50,0.00,12% GST
,EPL/6254,24/08/2020,ETOVA 200,10 TAB,3004,IPC,EKF019004A,31/10/2023,50.80,1,39.81,50.80,0.00,12% GST
,EPL/6254,24/08/2020,ETOVA 300,10 TAB,3004,IPC,EKG019005A,31/10/2023,72.58,1,56.88,72.58,0.00,12% GST
,EPL/6254,24/08/2020,ETOVA 400,10 TAB,3004,IPC,EKH010002A,29/02/2024,87.80,1,68.82,87.80,0.00,12% GST
,00173842,05/01/2021,ETOWIN P TAB,1X10,3004,CORO,ALT20573,31/08/2022,111.80,2,87.66,111.80,0.00,12% GST
,S/43022,03/10/2020,ETROBAX 120,10 TAB,3004,SUN,AB03966,30/11/2021,164.50,1,127.68,164.50,0.00,12% GST
,R/9449,19/08/2020,EUCALYPTUS OIL,100 ML,2106,PCH,303,/  /,410.00,1,288.30,410.00,0.00,18% GST
,RDD/9806,02/10/2020,EUCALYPTUS OIL,12 ML,3004,PCH,317,31/08/2023,80.00,1,52.23,80.00,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220011837,19/04/2021,EUCLIDE 80,10 TAB,3004,ALK,20442940,01/11/2023,88.00,5,59.09,88.00,12.00,12% GST
,IDB20309335,08/02/2021,EUKROMA SKIN CREAM,20 GM,3004,YASH,E2017,01/11/4022,115.40,2,75.50,115.40,0.00,12% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,EUMOSONE CREAM,15 GM,3004,GSK,EL253,30/06/2022,83.45,2,59.61,83.45,12.00,12% GST
,EPL/6263,24/08/2020,EVECARE,30 CAP,3004,HIM,22900400,30/09/2022,130.00,1,98.10,130.00,0.00,12% GST
,00114177,01/10/2020,EVEREADY CELL AAA 1012,UNIT,2106,GEN,1109,/  /,15.00,20,11.21,15.00,0.00,18% GST
,00112219,26/08/2020,EVEREADY ULTIMA,UNIT,2106,GEN,1908,/  /,30.00,20,21.48,30.00,0.00,18% GST
27AAACE7630H1ZQ,EPL/5879,15/04/2021,EVION 400,10 CAP,3004,MERCK,1019C59901,31/03/2023,29.73,3,21.23,29.73,12.00,12% GST
27AAACE7630H1ZQ,EPL/21251,31/05/2021,EVION 400,10 CAP,3004,MERCK,1043C84102,30/04/2023,29.73,4,21.24,29.73,12.00,12% GST
,EPL/65269,18/02/2021,EVION 600,10 CAP,3004,MERCK,0315C84901,31/01/2023,42.85,5,33.60,42.85,0.00,12% GST
,EPL/72443,13/03/2021,EVION 600,10 CAP,3004,MERCK,0315C84901,31/01/2023,42.85,5,33.60,42.85,0.00,12% GST
27AAACE7630H1ZQ,EPL/8180,20/04/2021,EVION 600,10 CAP,3004,MERCK,1034C84901,31/03/2023,42.85,3,30.61,42.85,12.00,12% GST
27AAACE7630H1ZQ,EPL/14071,07/05/2021,EVION 600,10 CAP,3004,MERCK,1034C84901,31/03/2023,42.85,5,30.61,42.85,12.00,12% GST
,00641113,21/09/2020,EVION LC,10 TAB,3004,MERCK,0186C82302,28/12/2021,42.85,1,32.90,42.85,0.00,12% GST
27AAACE7630H1ZQ,EPL/6741,16/04/2021,EVION LC,10 TAB,3004,MERCK,1044C82303,31/07/2022,47.13,3,33.66,47.13,12.00,12% GST
,00202956,10/03/2021,EXAMINATION GLOVES,100 PC,3004,SUR,MEDIUM...0,28/12/2024,980.00,2,498.59,980.00,0.00,12% GST
,00203675,17/03/2021,EXAMINATION GLOVES,100 PC,3004,SUR,MEDIUM...0,28/12/2024,980.00,2,498.50,980.00,0.00,12% GST
,S/78249,18/12/2020,EXCELA MOISTURIZER,50 GM,3004,CIPLA,L0164,31/01/2022,440.00,1,324.07,440.00,0.00,12% GST
,IDB20271475,07/01/2021,EXCELA MOISTURIZER,50 GM,3004,CIPLA,K9998,01/09/4021,440.00,1,327.62,440.00,0.00,12% GST
,IDB20271475,07/01/2021,EXCELA MOISTURIZER,50 GM,3004,CIPLA,L0996,01/10/4022,484.00,1,360.38,484.00,0.00,12% GST
,EPL/65698,20/02/2021,EXEL M CREAM,16 GM,3004,RAN,AB98657,31/03/2022,98.50,2,77.20,98.50,0.00,12% GST
,00154420,21/08/2020,EXTACEF 200,10 TAB,3004,BLU,TC1939,28/10/2021,88.00,1,68.99,88.00,0.00,12% GST
,00625580,24/08/2020,EYEMIST EYE DROPS,10 ML,3004,SUN,KFX0077,31/01/2023,188.00,1,144.40,188.00,0.00,12% GST
,EPL/63831,15/02/2021,EYEMIST FORTE EYE DROPS,10 ML,3004,SUN,ESX1753,30/09/2022,232.00,1,181.88,232.00,0.00,12% GST
,EPL/65965,22/02/2021,EZEDOC 10,10 TAB,3004,LUPIN,EA201016,30/09/2022,142.90,2,112.03,142.90,0.00,12% GST
,EPL/6249,24/08/2020,EZEEPAM 5,10 TAB,3004,ERIS,GEZA20002,28/02/2022,77.59,1,60.82,77.59,0.00,12% GST
,00154410,21/08/2020,EZICAS AZ  NASAL SPRAY,7 ML,3004,INTAS,2003052,28/02/2022,327.00,1,256.32,327.00,0.00,12% GST
,00154410,21/08/2020,EZICAS F NASAL SPRAY,6 GM,3004,INTAS,2006027,28/05/2022,395.00,1,309.62,395.00,0.00,12% GST
,IDB20325206,20/02/2021,EZINAPI CREAM,30 GM,2106,DRR,BZD0080,01/11/4022,141.00,1,110.53,141.00,0.00,18% GST
,S/16067,22/10/2020,Ebermed Cream,30Gm,3004,MMR,OE9023A,30/09/2021,296.00,1,232.15,296.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/5544,13/04/2021,Electral Orange 21.80Gm,21.80Gm,3004,FDC,080B088,31/01/2022,19.39,8,14.77,19.39,12.00,12% GST
,EPL/6250,24/08/2020,Enerzal Powder Lime,500 Gm,2106,FDC,030E054,31/07/2021,230.00,1,180.30,230.00,0.00,18% GST
,A/20518,08/01/2021,Enterwash,100 Ml,3004,RAN,C357,/  /,190.00,3,114.05,190.00,0.00,18% GST
27AISPG3978P1Z6,R/1660,16/04/2021,Erandel Tel,100 Ml,3004,3M IN,2096,/  /,48.00,2,33.14,48.00,12.00,12% GST
27AISPG3978P1Z6,R/1660,16/04/2021,Erandel Tel,100 Ml,3004,3M IN,2094,/  /,90.00,1,62.14,90.00,12.00,12% GST
27AISPG3978P1Z6,R/1660,16/04/2021,Erandel Tel,100 Ml,3004,3M IN,2095,/  /,28.00,2,19.34,28.00,12.00,12% GST
,RDD/15118,09/11/2020,Escnx 5,10,3004,CNS,MMT-088,30/04/2022,48.00,2,35.95,48.00,0.00,12% GST
,RDD/19605,10/12/2020,Escnx Plus 5,10Tab,3004,CNS,TUOT-0254,31/05/2022,96.50,2,72.24,96.50,0.00,12% GST
,00055103,09/01/2021,Escnx Plus 5,10Tab,3004,CNS,TUOT-0632,31/08/2022,96.50,2,75.64,96.50,0.00,12% GST
,00093088,08/02/2021,Escnx Plus 5,10Tab,3004,CNS,TUOT-0632,31/08/2022,96.50,2,75.67,96.50,0.00,12% GST
,EPL/6257,24/08/2020,Ethiglo Face Wash,75Gm,2106,ETHIC,BE-1411,31/05/2023,250.00,1,195.97,250.00,0.00,18% GST
,RDD/21442,23/12/2020,Etofine Cap,10Cap,3004,3M IN,ETA2001,31/01/2022,129.00,2,96.60,129.00,0.00,12% GST
,RDD/25115,16/01/2021,Etofine Cap,10Cap,3004,3M IN,ETA2001,31/01/2022,129.00,5,80.40,129.00,0.00,12% GST
,S/62756,19/11/2020,Etos Mr Tab,10 Tab,3004,SYS,ER060520,30/04/2022,117.50,2,91.21,117.50,0.00,12% GST
,S/22758,04/01/2021,Etowin-Mr-4,10Tab,3004,AAN P,ALT20561,31/08/2022,232.92,1,182.65,232.92,0.00,12% GST
,00114177,01/10/2020,F.CRAPE BANDAGE,10CM,3004,FLPHA,18072020,/  /,270.00,2,112.52,270.00,0.00,12% GST
,RDD/18570,03/12/2020,FAA 20,10 TAB,3004,LUPIN,FAA0029,30/04/2022,138.70,1,110.96,138.70,0.00,12% GST
,S/34782,15/09/2020,FABOLITE POWDER,300 GM,3004,ABBOT,UAE0125,30/06/2021,362.67,2,281.50,362.67,0.00,12% GST
,S/34864,16/09/2020,FABOLITE POWDER,300 GM,3004,ABBOT,UAE0125,30/06/2021,362.67,1,281.58,362.67,0.00,12% GST
,S/45791,08/10/2020,FABOLITE POWDER,300 GM,3004,ABBOT,UAE0125,30/06/2021,362.67,1,281.52,362.67,0.00,12% GST
,S/48830,15/10/2020,FABOLITE POWDER,300 GM,3004,ABBOT,UAE0126,30/06/2021,362.67,1,281.50,362.67,0.00,12% GST
,S/49457,16/10/2020,FABOLITE POWDER,300 GM,3004,ABBOT,UAE0126,30/06/2021,362.67,5,281.42,362.67,0.00,12% GST
,IDB20350186,12/03/2021,FACE GUARD SPF 30 GEL,30 GM,2106,ABBOT,AUF0023,01/04/4022,477.00,1,374.09,477.00,0.00,18% GST
27AGHPM9028K1ZX,00208553,21/04/2021,FACE MASK CLOTH,PIECE,3004,GEN,G2012310,28/12/2024,4.00,50,2.50,4.00,5.00,5% GST
,00192134,24/11/2020,FACE MASK DISPOSABLE,PACK,3004,SUR,ELASTI,28/12/2024,4.00,100,1.84,4.00,0.00,5% GST
,00199873,10/02/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,MAHAVEER,28/12/2024,4.00,200,1.84,4.00,0.00,5% GST
,00203323,13/03/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,MAHAVEER..,28/12/2024,4.00,200,1.84,4.00,0.00,5% GST
,00203917,19/03/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,SURGICURE.,28/12/2024,4.00,300,1.84,4.00,0.00,5% GST
,00204397,23/03/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,SURE,28/05/2024,4.00,200,1.84,4.00,0.00,5% GST
27AGHPM9028K1ZX,00206996,11/04/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,MAHAVEER00,28/12/2024,4.00,100,1.75,4.00,5.00,5% GST
27AGHPM9028K1ZX,00211412,12/05/2021,FACE MASK DISPOSABLE,PACK,3004,SUR,NEW RATE,28/05/2025,4.00,100,2.75,4.00,5.00,5% GST
,R002532,28/10/2020,FACIA PREMIUM ROSE WATER,120ml,2106,GEN,FRW-103,28/02/2021,40.00,5,25.07,40.00,0.00,18% GST
,N/119508,30/01/2021,FAIR   -  C   LOTION,100 ML,3004,DIAMO,240,30/11/2022,599.00,1,469.50,599.00,0.00,18% GST
,S/30528,07/09/2020,FAMOCID 40,14 TAB,3004,SUN,AB44233,30/04/2023,7.50,1,5.82,7.50,0.00,12% GST
,EPL/63830,15/02/2021,FAMOCID 40,14 TAB,3004,SUN,AB97108,30/09/2023,8.00,3,6.27,8.00,0.00,12% GST
,S/132973,25/03/2021,FAMOCID 40,14 TAB,3004,SUN,GKB0287A,30/11/2023,8.00,9,6.20,8.00,0.00,12% GST
27AAFFM7699Q1Z3,00780600,21/05/2021,FAMOCID 40,14 TAB,3004,SUN,AC08063,30/11/2023,8.00,1,5.71,8.00,12.00,12% GST
27AAHCS2250A1ZT,S/32337,25/05/2021,FAMOCID 40,14 TAB,3004,SUN,AC05214,31/10/2023,8.00,10,5.71,8.00,12.00,12% GST
,IDB20159813,30/09/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2006,01/07/4022,450.00,1,352.91,450.00,0.00,18% GST
,KP/24598,01/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2006,31/07/2022,450.00,1,353.01,450.00,0.00,18% GST
,KP/24989,05/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2006,31/07/2022,450.00,1,353.00,450.00,0.00,18% GST
,KP/25264,06/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2006,31/07/2022,450.00,2,352.80,450.00,0.00,18% GST
,IDB20181053,20/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2007,01/07/4022,450.00,2,353.00,450.00,0.00,18% GST
,KP/27542,21/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2009,31/07/2022,450.00,1,352.81,450.00,0.00,18% GST
,GTEHHY/210061336,24/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2003,01/02/2022,450.00,1,324.90,450.00,0.00,18% GST
,KP/28171,24/10/2020,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2009,31/07/2022,450.00,1,352.81,450.00,0.00,18% GST
27AAJFN8418J1ZT,S/23143,29/04/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2102,31/01/2023,450.00,2,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2140909,04/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2102,01/01/4023,450.00,1,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2144412,07/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2102,01/01/4023,450.00,1,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2145663,08/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2103,01/01/4023,450.00,2,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2147503,11/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2103,01/01/4023,450.00,6,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2161327,25/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2105,01/01/2023,450.00,1,305.08,450.00,18.00,18% GST
27AAJFN8418J1ZT,S/56327,25/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2105,31/01/2023,450.00,3,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2168217,31/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2105,01/01/4023,450.00,1,305.08,450.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2170998,31/05/2021,FASH X GEL FACE WASH,200 GM,2106,CURAT,FA2105,01/01/4023,450.00,2,305.08,450.00,18.00,18% GST
,KP/21777,14/09/2020,FAZE 150,TAB,3004,MGH,VL20729001,31/01/2022,12.90,5,9.76,12.90,0.00,12% GST
,EPL/72108,12/03/2021,FDC D3 60K,8 TAB,3004,FDC,540H002,31/01/2022,110.33,1,86.47,110.33,0.00,12% GST
,EPL/75739,23/03/2021,FDC D3 60K,8 TAB,3004,FDC,540H002,31/01/2022,110.33,2,82.39,110.33,0.00,12% GST
27AADCN5894P1ZJ,IDB2159939,21/05/2021,FDC D3 60K,8 TAB,3004,FDC,540K001,01/04/4022,110.33,2,78.81,110.33,12.00,12% GST
,EPL/6270,24/08/2020,FEBREX PLUS DROPS,15 ML,3004,INDOC,FAE1E9A1,30/04/2021,58.30,1,45.72,58.30,0.00,12% GST
,EPL/6270,24/08/2020,FEBREX PLUS DS SYRUP,60 ML,3004,INDOC,FAD7K9A1,31/10/2021,75.60,1,59.29,75.60,0.00,12% GST
,EPL/6270,24/08/2020,FEBREX PLUS SYRUP,60 ML,3004,INDOC,FCM8CBA1,28/02/2023,75.00,1,58.81,75.00,0.00,12% GST
,EPL/6270,24/08/2020,FEBREX PLUS SYRUP,100 ML,3004,INDOC,FCM1C9A1,28/02/2022,75.75,1,59.40,75.75,0.00,12% GST
,EPL/56595,23/01/2021,FEBUMAC 40,10 TAB,3004,MACLE,KFC2005A,31/05/2023,118.80,3,93.12,118.80,0.00,12% GST
27AAHCS2250A1ZT,S/25888,12/05/2021,FEBUMAC 40,10 TAB,3004,MACLE,KFC2006A,31/10/2023,118.80,1,84.86,118.80,12.00,12% GST
,28415,14/12/2020,FEFOL,15 CAP,3004,GSK,M154,01/10/2021,88.90,2,69.71,88.90,0.00,12% GST
,34263,18/01/2021,FEFOL Z,15 CAP,3004,GSK,M174,01/03/2022,172.30,3,135.11,172.30,0.00,12% GST
27AADCN5894P1ZJ,IDB2115873,12/04/2021,FEFOL Z,15 CAP,3004,GSK,M176,01/03/4022,172.30,4,123.07,172.30,12.00,12% GST
,00154410,21/08/2020,FELICITA OD,10 CAP,3004,INTAS,S20B040,28/01/2022,225.00,1,176.37,225.00,0.00,12% GST
,S/37002,21/09/2020,FELICITA OD,10 CAP,3004,INTAS,S19H115,31/07/2021,225.00,2,174.58,225.00,0.00,12% GST
,RDD/19605,10/12/2020,FEMCINOL A GEL,20 GM,3004,FEM,BR0027,31/08/2022,155.00,2,116.04,155.00,0.00,12% GST
,EPL/75700,22/03/2021,FEMITE LOTION,9 ML,3004,DABUR,BR0018,30/11/2023,205.00,1,160.64,205.00,0.00,12% GST
27AADCN5894P1ZJ,IDB2159422,21/05/2021,FEMITE LOTION,9 ML,3004,DABUR,BR0020,01/11/4023,205.00,2,146.43,205.00,12.00,12% GST
,S/97142,25/03/2021,FERICIP XT,10 TAB,3004,CIPLA,GL0700,30/09/2022,111.50,2,40.86,111.50,0.00,12% GST
,S/92267,13/01/2021,FERIUM CHEWABLE 50,10 TAB,3004,EMCUR,E16DE20001,31/12/2022,121.70,3,94.45,121.70,0.00,12% GST
,00668515,09/11/2020,FERIUM XT SYRUP,150 ML,3004,EMCUR,E16JR20003,28/12/2021,197.80,1,151.90,197.80,0.00,12% GST
,IDB20285477,19/01/2021,FERIUM XT SYRUP,150 ML,3004,EMCUR,E16JR20004,01/03/4022,217.35,2,142.06,217.35,0.00,12% GST
27AAHCS2250A1ZT,S/22185,05/05/2021,FERIUM XT SYRUP,150 ML,3004,EMCUR,E16JR20006,31/05/2022,217.35,1,155.25,217.35,12.00,12% GST
27AAHCS2250A1ZT,S/22185,05/05/2021,FERIUM XT SYRUP,150 ML,3004,EMCUR,E16JR20004,31/03/2022,217.35,1,155.25,217.35,12.00,12% GST
,S/78663,19/12/2020,FERTOLET,5 TAB,3004,CIPLA,GJ00307,31/03/2023,33.60,1,26.08,33.60,0.00,12% GST
,00112228,26/08/2020,FF.POCKET TISSUE GREEN,6 10 3,3004,3M IN,06052020,/  /,150.00,1,112.18,150.00,0.00,18% GST
27AAHCG7843H1ZA,GTEHHY/220026072,07/05/2021,FIBROVAS TAB,10 TAB,3004,MIC,FIBA009,01/08/2022,190.00,3,135.71,190.00,12.00,12% GST
,00113335,17/09/2020,FIGARO OLIVE OIL,200 ML,3004,DEOLE,29082020,/  /,295.00,1,252.14,295.00,0.00,5% GST
,00113335,17/09/2020,FIGARO OLIVE OIL,100 ML,3004,DEOLE,30072020,/  /,160.00,1,136.77,160.00,0.00,5% GST
,00114601,08/10/2020,FIGARO OLIVE OIL,200 ML,3004,DEOLE,10092020,/  /,259.00,1,221.33,259.00,0.00,5% GST
,00118045,03/12/2020,FIGARO OLIVE OIL,200 ML,3004,DEOLE,25112020,/  /,295.00,1,252.11,295.00,0.00,5% GST
,00154410,21/08/2020,FINALO,10 TAB,3004,INTAS,Y18086,28/10/2022,53.50,1,41.93,53.50,0.00,12% GST
,00202466,06/03/2021,FINGER SPLINT,UNIT,3006,VIS,FRO....,28/12/2024,154.00,1,89.29,154.00,0.00,0% GST
,S/72690,04/01/2021,FIRST AID BOX,PACK,3004,SUR,07,31/10/2023,215.00,1,98.52,215.00,0.00,12% GST
,S/72690,04/01/2021,FIRST AID BOX,PACK,3004,SUR,01,31/10/2023,125.00,1,64.94,125.00,0.00,12% GST
,S/72690,04/01/2021,FIRST AID BOX,PACK,3004,SUR,32,31/10/2023,520.00,1,259.75,520.00,0.00,12% GST
,GTEHHY/210159443,25/03/2021,FIT EYE PLUS,10 CAP,3004,CIPLA,CFP018,01/09/2021,290.00,2,194.57,290.00,0.00,12% GST
,S/80137,22/12/2020,FITJOINT,10 CAP,3004,EMCUR,EPM7AB0001,31/12/2021,750.00,1,552.38,750.00,0.00,12% GST
,00625570,24/08/2020,FIXON CREAM,15 GM,2106,ICP,C00058,30/04/2023,93.70,1,71.97,93.70,0.00,18% GST
,S/64369,23/11/2020,FIXON CREAM,15 GM,2106,ICP,C00108,31/07/2023,103.00,1,79.94,103.00,0.00,18% GST
,00647297,01/10/2020,FIXON POWDER,15 GM,2106,ICP,F00045,30/06/2025,38.00,2,29.18,38.00,0.00,18% GST
,00676048,23/11/2020,FIXON POWDER,15 GM,2106,ICP,F00061,31/08/2025,38.00,1,29.18,38.00,0.00,18% GST
27AEAFS7935Q1Z7,S/1480,13/04/2021,FIXON POWDER,15 GM,2106,ICP,FI0014,31/01/2026,38.00,5,25.76,38.00,18.00,18% GST
27AEAFS7935Q1Z7,S/10480,13/04/2021,FIXON POWDER,15 GM,2106,ICP,FI0014,31/01/2026,38.00,5,25.76,38.00,18.00,18% GST
,00693815,24/12/2020,FLAGYL 400,15 TAB,3004,ABBOT,FLA0021,28/06/2023,21.33,3,16.56,21.33,0.00,12% GST
,00113335,17/09/2020,FLAMIGRIP ADHESIVE BANDAGE,PIECE,3004,FLPHA,:20122019,28/12/2025,230.00,2,95.85,230.00,0.00,12% GST
27AAFFK1329P1Z0,KP/8143,21/05/2021,FLATUNA,10 TAB,3004,MRN,AE2112,31/03/2024,88.00,1,62.86,88.00,12.00,12% GST
27AAACE7630H1ZQ,EPL/19787,25/05/2021,FLAVEDON MR,10 TAB,3004,SER,AT052101,31/12/2023,119.00,1,85.00,119.00,12.00,12% GST
,S/133138,25/03/2021,FLEMICLAV 375,6 TAB,3004,FDC,450K007,30/04/2022,125.00,5,77.61,125.00,0.00,12% GST
,EPL/76839,26/03/2021,FLEXABENZ GEL,30 GM,3004,MACLE,KDA21004A,30/06/2022,152.40,2,119.47,152.40,0.00,12% GST
,00674703,20/11/2020,FLEXCEL 60,10T,3004,PRETI,ST2031A,28/11/2021,90.00,2,69.11,90.00,0.00,12% GST
,EPL/48604,28/12/2020,FLEXCEL 60,10T,3004,PRETI,TT1584A,31/10/2022,90.00,2,70.57,90.00,0.00,12% GST
,EPL/52057,07/01/2021,FLEXCEL 60,10T,3004,PRETI,TT1584A,31/10/2022,90.00,1,70.57,90.00,0.00,12% GST
27AAFFM7699Q1Z3,00778916,18/05/2021,FLEXCEL ETH 4,10T,3004,LA PR,TT65C,28/03/2022,205.00,1,146.42,205.00,12.00,12% GST
,S/28509,02/09/2020,FLEXON,15 TAB,3004,ARIST,DPE200963,30/04/2023,22.00,5,16.22,22.00,0.00,12% GST
,00667797,07/11/2020,FLEXON MR,10 TAB,3004,ARIST,DPJ201593,28/08/2023,20.05,3,15.39,20.05,0.00,12% GST
,S/28509,02/09/2020,FLEXON SYRUP,100 ML,3004,ARIST,DPD200625,31/03/2023,39.35,1,30.85,39.35,0.00,12% GST
,0000745,18/02/2021,FLO PREMIUM BABY WIPES 72WIPES,72WIPES,3004,FLORI,BFL2009022,/  /,160.00,2,117.60,160.00,0.00,12% GST
,IDB20298561,30/01/2021,FLOACE T EYE DROPS,5 ML,3004,CIPLA,N19295,01/07/4021,138.20,2,108.50,138.20,0.00,12% GST
,S/91169,12/01/2021,FLORA BC SYRUP,60 ML,3004,MANKI,C7HPT066,30/09/2021,44.00,2,34.15,44.00,0.00,12% GST
,S/41981,01/10/2020,FLORISTORE,10 CAP,2106,ZUVEN,ZPF2AB0002,31/03/2022,166.00,1,128.81,166.00,0.00,18% GST
,R002775,11/11/2020,FLORITE BRUSH DELUXE,PACK,2106,GEN,--,28/10/2022,40.00,2,31.60,40.00,0.00,18% GST
,R/9454,19/08/2020,FLORITE DELUXE FEEDING BOTTLE,125 ML,3004,GEN,-,/  /,100.00,2,68.27,100.00,0.00,12% GST
,R/9454,19/08/2020,FLORITE FEED BOTTLE,250 ML,2106,GEN,-,/  /,110.00,2,78.84,110.00,0.00,18% GST
,R/9454,19/08/2020,FLORITE TEETHER MIX,PACK,2106,GEN,-,/  /,100.00,5,64.83,100.00,0.00,18% GST
,EPL/71673,10/03/2021,FLOROZONE LOTION,100 ML,2106,GEN,A-0005,30/11/2022,80.00,1,62.68,80.00,0.00,18% GST
,00625568,24/08/2020,FLUCORT CREAM,20 GM,3004,GLE,11192434,28/11/2022,98.00,1,75.26,98.00,0.00,12% GST
,S/77656,17/12/2020,FLUCOS POWDER,100 GM,3004,COS,MFD20045,30/09/2023,181.32,2,140.69,181.32,0.00,12% GST
27AAACE7630H1ZQ,EPL/6741,16/04/2021,FLUNARIN 10,10 TAB,3004,FDC,071A038,31/12/2023,48.75,5,34.82,48.75,12.00,12% GST
,EPL/74841,20/03/2021,FLUNARIN 5,10 TAB,3004,FDC,070J083,30/09/2023,23.05,1,18.08,23.05,0.00,12% GST
,00154410,21/08/2020,FLUNIL 20,10 CAP,3004,INTAS,N2001397,28/04/2023,40.77,1,31.95,40.77,0.00,12% GST
,00694718,25/12/2020,FLUR EYE DROPS,5 ML,3004,ALL,88238,31/07/2022,161.33,1,125.12,161.33,0.00,12% GST
,00713410,29/01/2021,FLUR EYE DROPS,5 ML,3004,ALL,89120,31/08/2022,161.33,2,125.17,161.33,0.00,12% GST
,00959538,23/10/2020,FLUTIVATE CREAM,10 GM,3004,GSK,N744,28/05/2022,161.35,1,126.54,161.35,0.00,12% GST
,00665806,04/11/2020,FLUTIVATE CREAM,10 GM,3004,GSK,N747,31/07/2022,161.35,2,123.90,161.35,0.00,12% GST
,00669747,11/11/2020,FLUTIVATE CREAM,10 GM,3004,GSK,N747,31/07/2022,161.35,1,123.86,161.35,0.00,12% GST
,00675501,21/11/2020,FLUTIVATE CREAM,10 GM,3004,GSK,N749,31/07/2022,161.35,2,123.91,161.35,0.00,12% GST
,00677005,24/11/2020,FLUTIVATE OINTMENT,20 GM,3004,GSK,N620,30/06/2022,159.40,1,122.44,159.40,0.00,12% GST
,00687514,12/12/2020,FML EYE DROPS,5 ML,3004,ALL,89333,31/07/2022,132.87,2,103.10,132.87,0.00,12% GST
,RDD/19937,12/12/2020,FML EYE DROPS,5 ML,3004,ALL,87998,30/06/2023,139.28,1,104.26,139.28,0.00,12% GST
,0000193,08/01/2021,FML EYE DROPS,5 ML,3004,ALL,88793,01/07/2023,139.28,24,102.51,139.28,0.00,12% GST
